122316,6951367925556
122500,6951367927695
122501,6951367927696
122502,6951367927697
122503,6951367927698
122600,6951367928784
122601,6951367928785
122602,6951367928786
122700,6951367929873
127316,6951368105241
127500,6951368107380
127501,6951368107381
127502,6951368107382
127503,6951368107383
127600,6951368108469
127601,6951368108470
127602,6951368108471
127700,6951368109558
132316,6951369111477
132500,6951369113616
132501,6951369113617
132502,6951369113618
132503,6951369113619
132600,6951369114705
132601,6951369114706
132602,6951369114707
132700,6951369115794
122316a,229395141543445
122316b,229395141543446
122316c,229395141543447
127316a,229395147473050
127316b,229395147473051
127316c,229395147473052
132316a,229395180678838
132316b,229395180678839
132316c,229395180678840
2305,6383294927
4305,6383366801
6305,6383438675
2305a,210648732688
2305b,210648732689
2305c,210648732690
4305a,210651104530
4305b,210651104531
4305c,210651104532
6305a,210653476372
6305b,210653476373
6305c,210653476374
700,193438524
124,193432060
129,193432065
134,193432093
124320,6951367997457
124500,6951367999569
124501,6951367999570
124502,6951367999571
124503,6951367999572
124700,6951368001747
129320,6951368177142
129500,6951368179254
129501,6951368179255
129502,6951368179256
129503,6951368179257
129700,6951368181432
134320,6951369183378
134500,6951369185490
134501,6951369185491
134502,6951369185492
134503,6951369185493
134700,6951369187668
124320a,229395143916178
124320b,229395143916179
124320c,229395143916180
129320a,229395149845783
129320b,229395149845784
129320c,229395149845785
134320a,229395183051571
134320b,229395183051572
134320c,229395183051573
236,193433184
237,193433185
238,193433186
236320,6951408390645
236500,6951408392757
236501,6951408392758
236502,6951408392759
236503,6951408392760
236600,6951408393846
236601,6951408393847
236602,6951408393848
236700,6951408394935
237320,6951408426582
237500,6951408428694
237501,6951408428695
237502,6951408428696
237503,6951408428697
237600,6951408429783
237601,6951408429784
237602,6951408429785
237700,6951408430872
238320,6951408462519
238500,6951408464631
238501,6951408464632
238502,6951408464633
238503,6951408464634
238600,6951408465720
238601,6951408465721
238602,6951408465722
238700,6951408466809
236320a,229396476891382
236320b,229396476891383
236320c,229396476891384
237320a,229396478077303
237320b,229396478077304
237320c,229396478077305
238320a,229396479263224
238320b,229396479263225
238320c,229396479263226
2316,6383294961
2600,6383298189
2601,6383298190
2602,6383298191
4316,6383366835
4600,6383370063
4601,6383370064
4602,6383370065
6316,6383438709
6600,6383441937
6601,6383441938
6602,6383441939
2316a,210648733810
2316b,210648733811
2316c,210648733812
4316a,210651105652
4316b,210651105653
4316c,210651105654
6316a,210653477494
6316b,210653477495
6316c,210653477496
62305,210653443493
62700,210653447844
64305,210653515367
64700,210653519718
66305,210653587241
66700,210653591592
62305a,6951563635366
62305b,6951563635367
62305c,6951563635368
64305a,6951566007208
64305b,6951566007209
64305c,6951566007210
66305a,6951568379050
66305b,6951568379051
66305c,6951568379052
124316,6951367997430
124600,6951368000658
124601,6951368000659
124602,6951368000660
129316,6951368177115
129600,6951368180343
129601,6951368180344
129602,6951368180345
134316,6951369183351
134600,6951369186579
134601,6951369186580
134602,6951369186581
201301,6951404653132
202301,6951404689069
203301,6951404725006
124316a,229395143915287
124316b,229395143915288
124316c,229395143915289
129316a,229395149844892
129316b,229395149844893
129316c,229395149844894
134316a,229395183050680
134316b,229395183050681
134316c,229395183050682
201301a,229396353553453
201301b,229396353553454
201301c,229396353553455
202301a,229396354739374
202301b,229396354739375
202301c,229396354739376
203301a,229396355925295
203301b,229396355925296
203301c,229396355925297
62320,210653443554
64320,210653515428
66320,210653587302
62320a,6951563637379
62320b,6951563637380
62320c,6951563637381
64320a,6951566009221
64320b,6951566009222
64320c,6951566009223
66320a,6951568381063
66320b,6951568381064
66320c,6951568381065
62301,210653443489
64301,210653515363
66301,210653587237
62301a,6951563635234
62301b,6951563635235
62301c,6951563635236
64301a,6951566007076
64301b,6951566007077
64301c,6951566007078
66301a,6951568378918
66301b,6951568378919
66301c,6951568378920
125316,6951368033367
125600,6951368036595
125601,6951368036596
125602,6951368036597
130316,6951369039603
130600,6951369042831
130601,6951369042832
130602,6951369042833
135316,6951369219288
135600,6951369222516
135601,6951369222517
135602,6951369222518
125316a,229395145101208
125316b,229395145101209
125316c,229395145101210
130316a,229395178306996
130316b,229395178306997
130316c,229395178306998
135316a,229395184236601
135316b,229395184236602
135316c,229395184236603
206,193433085
207,193433086
208,193433087
206500,6951404834994
206501,6951404834995
206502,6951404834996
206503,6951404834997
207500,6951404870931
207501,6951404870932
207502,6951404870933
207503,6951404870934
208500,6951404906868
208501,6951404906869
208502,6951404906870
208503,6951404906871
124301,6951367997392
129301,6951368177077
134301,6951369183313
236301,6951408390580
237301,6951408426517
238301,6951408462454
124301a,229395143914033
124301b,229395143914034
124301c,229395143914035
129301a,229395149843638
129301b,229395149843639
129301c,229395149843640
134301a,229395183049426
134301b,229395183049427
134301c,229395183049428
236301a,229396476889237
236301b,229396476889238
236301c,229396476889239
237301a,229396478075158
237301b,229396478075159
237301c,229396478075160
238301a,229396479261079
238301b,229396479261080
238301c,229396479261081
122320,6951367925583
127320,6951368105268
132320,6951369111504
122320a,229395141544336
122320b,229395141544337
122320c,229395141544338
127320a,229395147473941
127320b,229395147473942
127320c,229395147473943
132320a,229395180679729
132320b,229395180679730
132320c,229395180679731
236309,6951408390588
236310,6951408390612
236311,6951408390613
236312,6951408390614
237309,6951408426525
237310,6951408426549
237311,6951408426550
237312,6951408426551
238309,6951408462462
238310,6951408462486
238311,6951408462487
238312,6951408462488
206305,6951404832821
206600,6951404836083
206601,6951404836084
206602,6951404836085
206700,6951404837172
207305,6951404868758
207600,6951404872020
207601,6951404872021
207602,6951404872022
207700,6951404873109
208305,6951404904695
208600,6951404907957
208601,6951404907958
208602,6951404907959
208700,6951404909046
206305a,229396359483190
206305b,229396359483191
206305c,229396359483192
207305a,229396360669111
207305b,229396360669112
207305c,229396360669113
208305a,229396361855032
208305b,229396361855033
208305c,229396361855034
62309,210653443497
62310,210653443521
62311,210653443522
62312,210653443523
64309,210653515371
64310,210653515395
64311,210653515396
64312,210653515397
66309,210653587245
66310,210653587269
66311,210653587270
66312,210653587271
124305,6951367997396
129305,6951368177081
134305,6951369183317
124305a,229395143914165
124305b,229395143914166
124305c,229395143914167
129305a,229395149843770
129305b,229395149843771
129305c,229395149843772
134305a,229395183049558
134305b,229395183049559
134305c,229395183049560
125305,6951368033333
130305,6951369039569
135305,6951369219254
125305a,229395145100086
125305b,229395145100087
125305c,229395145100088
130305a,229395178305874
130305b,229395178305875
130305c,229395178305876
135305a,229395184235479
135305b,229395184235480
135305c,229395184235481
206309,6951404832825
206310,6951404832849
206311,6951404832850
206312,6951404832851
207309,6951404868762
207310,6951404868786
207311,6951404868787
207312,6951404868788
208309,6951404904699
208310,6951404904723
208311,6951404904724
208312,6951404904725
2301,6383294923
4301,6383366797
6301,6383438671
2301a,210648732556
2301b,210648732557
2301c,210648732558
4301a,210651104398
4301b,210651104399
4301c,210651104400
6301a,210653476240
6301b,210653476241
6301c,210653476242
236305,6951408390584
237305,6951408426521
238305,6951408462458
236305a,229396476889369
236305b,229396476889370
236305c,229396476889371
237305a,229396478075290
237305b,229396478075291
237305c,229396478075292
238305a,229396479261211
238305b,229396479261212
238305c,229396479261213
236316,6951408390618
237316,6951408426555
238316,6951408462492
236316a,229396476890491
236316b,229396476890492
236316c,229396476890493
237316a,229396478076412
237316b,229396478076413
237316c,229396478076414
238316a,229396479262333
238316b,229396479262334
238316c,229396479262335
124309,6951367997400
124310,6951367997424
124311,6951367997425
124312,6951367997426
129309,6951368177085
129310,6951368177109
129311,6951368177110
129312,6951368177111
134309,6951369183321
134310,6951369183345
134311,6951369183346
134312,6951369183347
125301,6951368033329
130301,6951369039565
135301,6951369219250
125301a,229395145099954
125301b,229395145099955
125301c,229395145099956
130301a,229395178305742
130301b,229395178305743
130301c,229395178305744
135301a,229395184235347
135301b,229395184235348
135301c,229395184235349
62316,210653443527
62600,210653446755
62601,210653446756
62602,210653446757
64316,210653515401
64600,210653518629
64601,210653518630
64602,210653518631
66316,210653587275
66600,210653590503
66601,210653590504
66602,210653590505
62316a,6951563636488
62316b,6951563636489
62316c,6951563636490
64316a,6951566008330
64316b,6951566008331
64316c,6951566008332
66316a,6951568380172
66316b,6951568380173
66316c,6951568380174
201309,6951404653140
201310,6951404653164
201311,6951404653165
201312,6951404653166
202309,6951404689077
202310,6951404689101
202311,6951404689102
202312,6951404689103
203309,6951404725014
203310,6951404725038
203311,6951404725039
203312,6951404725040
122309,6951367925526
122310,6951367925550
122311,6951367925551
122312,6951367925552
127309,6951368105211
127310,6951368105235
127311,6951368105236
127312,6951368105237
132309,6951369111447
132310,6951369111471
132311,6951369111472
132312,6951369111473
122301,6951367925518
127301,6951368105203
132301,6951369111439
122301a,229395141542191
122301b,229395141542192
122301c,229395141542193
127301a,229395147471796
127301b,229395147471797
127301c,229395147471798
132301a,229395180677584
132301b,229395180677585
132301c,229395180677586
