ID_Stand1,Perimeter,Hectares
3210,2069.599692,14.73833083
3211,4125.935168,26.76237083
3212,1336.484585,4.639232853
3213,3062.69091,28.66747184
3214,1820.821138,7.639011836
3215,1397.195253,10.76175762
3216,1981.040387,10.88169348
3217,661.0007155,0.598542125
4000_LN,307.2352144,0.13942655
4001_LN,387.4019329,0.323378371
4002_LN,306.4392203,0.431737518
4003_LN,2366.183182,2.662127453
4004_LN,832.498667,0.440529766
4005_LN,449.8762949,0.732976134
4006_LN,459.2741252,0.999239759
4007_LN,36.39310137,0.001873681
4008_LN,106.0385567,0.02595836
4009_LN,645.1639457,0.485459223
4010_LN,273.4066278,0.337519914
4011_LN,564.8385467,0.870332058
4012_LN,816.5727876,0.923604964
4013_LN,355.1274961,0.609726051
4014_LN,438.3356492,0.492818249
4015_LN,2015.330242,2.862878335
4016_LN,1427.026636,4.20773037
4017_LN,531.2738782,0.635838799
4018_LN,176.3055325,0.067344989
4019_LN,88.95494911,0.019110281
4020_LN,2446.934677,4.757869736
4021_LN,622.9476647,1.272553032
4022_LS,11273.77351,11.65682125
4023_LS,110.1248951,0.023291022
4024_LS,3719.729176,5.391234603
4025_LS,1402.854199,2.066648912
4026_LS,6478.352573,17.93906738
4027_R,888.2250126,2.200384968
4028_R,1083.68579,0.725307141
4029_R,114.3870407,0.040094124
4030_R,309.1711402,0.17015377
4031_R,18.19443154,0.00089534
4032_R,913.3268797,1.859258022
4033_R,1060.95087,1.622484779
4034_R,464.249461,0.356459286
4035_R,66.96522702,0.018863126
4036_R,5334.284056,7.847294409
4037_R,3188.801455,5.988513847
4038_R,1059.973486,1.602139009
4039_R,1648.124723,2.143406195
4040_R,986.6500597,2.028617499
4041_R,209.3717907,0.156527171
4042_R,171.0851683,0.046851338
4043_R,1059.945872,0.924883395
4044_R,49.6552801,0.007425687
4045_R,81.85349519,0.027526059
4046_LE,2241.05216,2.556657731
4047_LE,1727.483447,1.723866355
4048_LE,117.7796199,0.035699128
4049_LE,395.4728641,0.140316142
4050_LE,1708.509066,2.041273694
4051_LE,367.3943144,0.135205596
4052_LE,148.9377569,0.054398299
4053_LE,187.7173185,0.046911048
4054_LE,1032.548011,0.91422079
4055_LE,2580.053952,1.968146583
4056_LE,267.0698489,0.118953114
4057_LS,1274.001311,1.824315221
