UG,Viz,UG_Viz,Length,Perimetro,Areacortada
3017,557,557.3017,441.016360113,1245.198771,20.453653793
3017,573,573.3017,87.5497757596,1286.205206,20.399299833
3018,597,3018.597,134.630726879,2615.294973,26.09079602
3018,604,3018.604,547.681684443,2615.294973,62.72987303
3018,605,605.3018,379.615589737,1178.869281,23.5705463
3018,609,3018.609,29.0355401596,2615.294973,20.442612509
3018,610,3018.610,85.0220677566,2615.294973,21.499167215
3018,614,614.3018,368.161529308,2989.283906,27.78347383
3018,3019,3019.3018,1071.14783487,3660.193399,62.21043534
3019,-1,3019.-1,103.688314014,3660.193399,47.42499287
3019,604,3019.604,514.324075717,3660.193399,95.36942343
3019,606,606.3019,369.278115181,1329.350467,54.354735635
3019,643,643.3019,592.510276624,2122.950175,58.73291859
3019,644,644.3019,310.774718245,2015.501911,62.84222303
3019,3018,3019.3018,1071.14783487,3660.193399,62.21043534
3019,3020,3019.3020,698.470064533,3660.193399,73.26997929
3020,-1,3020.-1,872.297566142,2148.215289,25.84498642
3020,606,606.3020,181.794993296,1329.350467,32.774729185
3020,631,631.3020,34.4088458338,1381.005081,32.39358036
3020,632,632.3020,361.24381885,1127.769307,32.142995783
3020,3019,3019.3020,698.470064533,3660.193399,73.26997929
3021,-1,3021.-1,1169.47495613,2118.558309,15.20140783
3021,608,608.3021,189.725790407,2703.861999,25.58930867
3021,609,3021.609,184.912251869,2118.558309,20.858577869
3021,616,616.3021,452.67349035,1457.007641,22.252862423
3021,621,3021.621,121.771820362,2118.558309,29.19022309
3022,-1,3022.-1,438.227081279,1218.478287,5.073179622
3022,655,3022.655,340.886064013,1218.478287,10.113434759
3022,3023,3022.3023,329.480648559,1218.478287,28.234789612
3022,3213,3022.3213,109.884493278,1218.478287,33.740651462
3023,464,3023.464,729.701776449,2302.916118,72.77668218
3023,652,3023.652,189.016627831,2302.916118,33.52363814
3023,657,3023.657,675.05133951,2302.916118,69.8958158
3023,3022,3022.3023,329.480648559,1218.478287,28.234789612
3023,3213,3023.3213,379.665725447,2302.916118,51.82908183
3024,652,3024.652,926.520739931,1918.163381,20.156415573
3024,657,3024.657,991.642641043,1918.163381,56.528593233
3025,-1,3025.-1,1046.701192496,7387.503567,48.36408392
3025,696,696.3025,844.103840842,937.9626974,49.357729773
3025,705,705.3025,1918.94583923,6084.914317,93.88086985
3025,710,710.3025,68.6359522629,1205.578921,52.129787655
3025,712,712.3025,325.559124206,325.5591242,48.996860359
3025,713,713.3025,403.151976392,403.1519764,48.956978086
3025,717,717.3025,404.093607309,1086.956454,52.454942322
3025,719,3025.719,625.758572111,7387.503567,61.13785499
3025,731,731.3025,58.5096786428,879.9540166,51.639339389
3025,735,735.3025,342.7633753094,713.8296119,50.59628684
3025,3026,3025.3026,1265.078485492,7387.503567,73.40485137
3025,3028,3028.3025,84.2019222663,2263.316502,60.81922451
3026,704,3026.704,550.491193061,2743.381427,58.19204985
3026,710,710.3026,515.217114047,1205.578921,28.806471185
3026,731,731.3026,216.038947144,879.9540166,28.316022919
3026,737,737.3026,196.555686787,781.3061204,27.018940451
3026,3025,3025.3026,1265.078485492,7387.503567,73.40485137
3027,-1,3027.-1,408.42925355203,6247.307415,48.73787298
3027,691,691.3027,167.607687098,5388.138584,97.87806451
3027,693,693.3027,572.629673917,3275.690984,82.69274029
3027,705,705.3027,1088.6441256,6084.914317,94.25465891
3027,707,707.3027,434.982268997,4087.565673,97.13033428
3027,734,734.3027,40.0000218019,472.3506232,49.329223959
3027,738,738.3027,1227.97786085,4587.42433,61.55225712
3027,739,739.3027,294.698799662,505.3045077,49.49692127
3027,740,740.3027,660.6212792,688.8366483,49.387224854
3027,741,741.3027,314.222124465,845.7046615,51.305313211
3027,742,742.3027,249.968111732,661.423901,50.887374571
3027,745,745.3027,141.19126102,1157.833407,52.467999911
3027,746,746.3027,297.595136929,1628.866822,52.735543851
3027,752,752.3027,134.969379874,528.6016965,50.088222193
3027,753,753.3027,167.25495259,512.70231,49.956159572
3027,759,759.3027,46.5154779095,2164.468092,56.065699434
3028,-1,3028.-1,1143.69505434,2263.316502,12.45514059
3028,705,3028.705,97.4898464879,2263.316502,57.97192652
3028,707,3028.707,443.633417614,2263.316502,60.84760189
3028,734,734.3028,74.618891957,472.3506232,13.046491569
3028,774,774.3028,149.828624373,1571.024825,20.310357932
3028,785,3028.785,96.4797111587,2263.316502,18.559554199
3028,3025,3028.3025,84.2019222663,2263.316502,60.81922451
3028,3029,3028.3029,173.369034123,2263.316502,40.46366479
3029,-1,3029.-1,549.821959307,4252.75431,28.0085242
3029,773,773.3029,426.991991414,1027.176309,33.834519245
3029,774,774.3029,1053.98775654,1571.024825,35.863741542
3029,775,775.3029,519.84677857,1142.327616,30.339409491
3029,776,776.3029,203.055358028,728.1530521,30.415096645
3029,778,778.3029,426.76635392,1669.325211,35.171313876
3029,785,785.3029,767.940631582,1863.226521,34.112937809
3029,3028,3028.3029,173.369034123,2263.316502,40.46366479
3029,3030,3029.3030,130.974446835,4252.75431,47.59062431
3030,-1,3030.-1,189.987823418,2491.042641,19.58210011
3030,773,773.3030,600.184318008,1027.176309,25.408095155
3030,784,784.3030,233.169766097,1544.624686,28.702285844
3030,785,785.3030,112.225480294,1863.226521,25.686513719
3030,787,787.3030,249.7414101999,586.5382118,20.90233067
3030,3029,3029.3030,130.974446835,4252.75431,47.59062431
3030,3031,3031.3030,234.278208079,1182.984241,25.66248938
3030,3032,3030.3032,740.481188135,2491.042641,56.86621265
3031,799,799.3031,412.029954905,1218.161513,11.700764591
3031,800,800.3031,153.417635492,670.4657129,8.355997501
3031,3030,3031.3030,234.278208079,1182.984241,25.66248938
3031,3032,3031.3032,383.2584427909,1182.984241,43.36450181
3032,-1,3032.-1,1122.7383378806,4252.085475,37.28411254
3032,800,800.3032,517.048077432,670.4657129,39.559720771
3032,803,803.3032,396.235568028,2548.563534,59.53980831
3032,804,804.3032,137.26467802,3876.908373,72.28478067
3032,820,820.3032,66.9484706237,2281.58509,46.045202575
3032,3030,3030.3032,740.481188135,2491.042641,56.86621265
3032,3031,3031.3032,383.2584427909,1182.984241,43.36450181
3032,3033,3032.3033,774.014911739,4252.085475,55.53674823
3032,3035,3035.3032,114.095800045,526.2271822,38.244436466
3033,-1,3033.-1,166.971127911,1978.368598,18.25263569
3033,804,804.3033,475.260358756,3876.908373,53.25330382
3033,3032,3032.3033,774.014911739,4252.085475,55.53674823
3033,3034,3034.3033,562.122199154,1880.626952,29.27625421
3034,-1,3034.-1,790.461817448,1880.626952,11.02361852
3034,804,3034.804,399.203608673,1880.626952,46.02428665
3034,809,809.3034,128.839326672,1657.592257,17.729065141
3034,3033,3034.3033,562.122199154,1880.626952,29.27625421
3035,-1,3035.-1,274.5700905571,526.2271822,0.960323926
3035,818,818.3035,137.5612916358,556.8127135,2.271271896
3035,3032,3035.3032,114.095800045,526.2271822,38.244436466
3036,-1,3036.-1,502.0810004613,1832.229487,6.322755147
3036,1095,1095.3036,284.176722586,678.87744,7.977690546
3036,1097,3036.1097,276.377080566,1832.229487,8.072339159
3036,1098,1098.3036,579.902090728,579.9020907,7.668216616
3036,1105,1105.3036,189.692592877,454.6211684,6.991117517
3037,-1,3037.-1,552.8903788044,5470.723495,45.48483903
3037,77,77.3037,1030.7500152,5443.982693,91.30848342
3037,78,3037.78,362.150615212,5470.723495,91.36753139
3037,1067,1067.3037,564.763061246,4435.603015,90.63442634
3037,1087,3037.1087,73.1508363063,5470.723495,53.699156627
3037,1103,3037.1103,61.1963582234,5470.723495,55.116408428
3037,1111,1111.3037,1446.74190369,3004.806418,79.41419202
3037,3001,3001.3037,887.48831552,2521.668282,64.49431678
3037,3038,3037.3038,491.592010499,5470.723495,92.33699738
3038,-1,3038.-1,1963.816627676,4793.710452,46.85215835
3038,74,74.3038,609.343864793,1651.30187,53.144962448
3038,75,3038.75,246.729965329,4793.710452,96.57708285
3038,1087,3038.1087,228.11250372,4793.710452,55.066475947
3038,1108,1108.3038,480.840376157,1297.553288,53.125012429
3038,1109,3038.1109,0.233476104009,4793.710452,58.28035427
3038,1110,1110.3038,114.672216221,423.2024399,47.935930788
3038,1111,1111.3038,658.369411262,3004.806418,80.78151134
3038,3037,3037.3038,491.592010499,5470.723495,92.33699738
3039,-1,3039.-1,538.71610193,1525.989656,13.98940246
3039,1176,1176.3039,604.801724034,2285.80584,29.76182616
3039,1182,3039.1182,382.471830476,1525.989656,24.18316579
3040,-1,3040.-1,1171.38328591937,3086.914061,14.39614159
3040,1219,1219.3040,88.7994369182,2026.979461,19.938720157
3040,1220,1220.3040,879.396273141,5190.427714,50.04574495
3040,1247,1247.3040,505.492074843,1199.331025,20.253050395
3040,1249,1249.3040,67.5481988225,1124.273016,18.892256477
3040,1252,1252.3040,230.397330713,1218.816537,18.601711169
3040,1254,1254.3040,143.89746037,1702.465363,21.344543221
3041,216,216.3041,749.63324184,2212.283739,41.79874956
3041,365,365.3041,285.4526519115,1088.777274,29.028114049
3041,1238,1238.3041,1541.18341054,5059.16793,63.48707825
3041,1242,3041.1242,95.4730136207,3069.001718,69.03000705
3041,1245,1245.3041,377.220342364,6599.679547,72.09556877
3041,3045,3045.3041,20.0390576704,3609.110877,55.4819265
3042,209,209.3042,509.338649855,509.3386499,32.7999974
3042,217,217.3042,376.0504008182,1206.184244,36.732455926
3042,673,3042.673,42.8544962757,4267.785471,81.09138797
3042,680,680.3042,80.8689173606,969.7532901,33.551583105
3042,682,3042.682,258.138417243,4267.785471,42.7575332
3042,1226,1226.3042,591.176119714,1078.940657,35.03181889
3042,1230,1230.3042,276.828272918,7889.645138,76.27730454
3042,1240,1240.3042,1130.63677109,4665.376481,80.82701531
3042,1246,3042.1246,112.88883066,4267.785471,52.50110983
3042,3047,3042.3047,588.959781163,4267.785471,76.88245879
3042,3213,3042.3213,300.044813449,4267.785471,59.85186552
3043,311,3043.311,258.632268625,1027.176451,21.774775493
3043,312,312.3043,130.19490699,3286.3851,20.443574763
3043,317,317.3043,285.449975521,1276.217616,12.52029128
3043,1232,3043.1232,324.6630597867,1027.176451,18.543489133
3043,1240,1240.3043,28.2362402501,4665.376481,55.658839193
3044,-1,3044.-1,597.41708652,2276.854353,24.01711219
3044,352,352.3044,202.972767035,1775.821692,37.85550841
3044,1241,1241.3044,179.531507768,1777.84259,34.94706581
3044,3045,3044.3045,675.436846445,2276.854353,57.27247165
3044,3046,3044.3046,621.49614492,2276.854353,37.61474273
3045,-1,3045.-1,990.9903231619,3609.110877,33.25535946
3045,365,3045.365,419.393299557,3609.110877,40.056906469
3045,1229,1229.3045,387.7675644882,1096.947925,37.287542412
3045,1238,3045.1238,508.368363705,3609.110877,74.51587067
3045,1241,1241.3045,174.59644171,1777.84259,44.18531308
3045,1244,1244.3045,266.280857854,455.6727199,34.123602599
3045,3006,3006.3045,166.238122611,4599.154217,73.039712
3045,3041,3045.3041,20.0390576704,3609.110877,55.4819265
3045,3044,3044.3045,675.436846445,2276.854353,57.27247165
3046,-1,3046.-1,435.186639138,2729.383942,13.59763054
3046,185,185.3046,872.559536306,3747.596188,21.378402615
3046,352,352.3046,219.243292806,1775.821692,27.43602676
3046,3005,3005.3046,580.898329312,3937.437307,44.16800494
3046,3044,3044.3046,621.49614492,2276.854353,37.61474273
3047,182,182.3047,405.079152535,1477.106479,50.907948492
3047,187,187.3047,17.4322464151,674.3448965,46.891800488
3047,354,354.3047,875.684792012,1329.380428,54.114346311
3047,545,545.3047,637.196575359,637.1965754,47.947136853
3047,1226,1226.3047,487.764537564,1078.940657,49.54549032
3047,1238,1238.3047,278.385842559,5059.16793,86.95857632
3047,1240,1240.3047,52.4573712642,4665.376481,95.34068674
3047,1242,3047.1242,897.3513765681,6365.731479,92.50150512
3047,1246,1246.3047,2125.41980331,4085.234494,67.01478126
3047,3042,3042.3047,588.959781163,4267.785471,76.88245879
3048,1332,1332.3048,353.801093666,3128.530758,49.732351487
3048,1340,1340.3048,626.686873573,3124.668382,76.94560619
3048,1347,3048.1347,59.1811599328,2967.497642,88.1088357
3048,1361,1361.3048,650.0344663,1678.050247,47.496460534
3048,1387,1387.3048,756.175388682,4465.551055,64.88145421
3048,3052,3048.3052,96.0679719906,2967.497642,78.11581639
3048,3065,3048.3065,425.550688194,2967.497642,56.74573043
3049,1332,1332.3049,422.704679133,3128.530758,16.902298529
3049,1341,1341.3049,564.768181944,5190.092175,58.518028242
3049,1349,3049.1349,95.2521020307,1187.736929,27.354406072
3049,3051,3049.3051,105.011965968,1187.736929,44.050177652
3050,1339,3050.1339,419.46666799,2490.221184,29.72421011
3050,1343,1343.3050,460.12444056,1136.144359,16.930359139
3050,1346,1346.3050,100.839691707,2018.546888,17.46406459
3050,1350,1350.3050,166.143084418,3172.986348,31.84446035
3050,1357,1357.3050,532.393130613,2795.446999,23.71630517
3050,1363,1363.3050,811.254168656,1840.935949,23.356314
3051,1332,1332.3051,1524.9834315,3128.530758,43.620056717
3051,1348,3051.1348,126.49034459,3702.579334,79.34884567
3051,1349,1349.3051,747.324070286,2329.849918,54.07216426
3051,1390,3051.1390,394.793755604,3702.579334,43.472514708
3051,3049,3049.3051,105.011965968,1187.736929,44.050177652
3051,3065,3065.3051,803.975766265,2175.738635,50.63343566
3052,1340,1340.3052,641.31976527,3124.668382,72.0688972
3052,1348,3052.1348,330.561731217,3682.684513,80.58443145
3052,1350,1350.3052,906.677987516,3172.986348,57.24912291
3052,1357,1357.3052,257.794992686,2795.446999,49.12096773
3052,1361,1361.3052,695.821919099,1678.050247,42.619751544
3052,3048,3048.3052,96.0679719906,2967.497642,78.11581639
3052,3060,3052.3060,519.708779929,3682.684513,46.589990514
3052,3065,3065.3052,234.731365525,2175.738635,51.86902144
3053,-1,3053.-1,2158.295448194,4191.573012,21.93638285
3053,1326,1326.3053,58.9715406826,2090.151642,28.945829925
3053,1339,3053.1339,433.058268148,4191.573012,40.44570182
3053,1347,3053.1347,30.5641422827,4191.573012,68.54895586
3053,1355,1355.3053,578.573996442,2563.885018,32.45297691
3053,1430,3053.1430,212.942975281,4191.573012,36.25605689
3053,1654,1654.3053,176.194566502,447.9314466,22.94551767
3053,3054,3053.3054,542.9720745566,4191.573012,41.03608727
3054,1347,1347.3054,1239.17958568,7565.363561,65.71227743
3054,1430,1430.3054,599.916084582,1866.517884,33.41937846
3054,3053,3053.3054,542.9720745566,4191.573012,41.03608727
3055,1377,3055.1377,519.668427185,1759.229846,36.251599543
3055,1508,3055.1508,234.748691565,1759.229846,11.334473148
3055,3059,3055.3059,849.113994531,1759.229846,47.565318043
3055,3188,3055.3188,155.698732945,1759.229846,18.160099407
3056,1508,3056.1508,148.945394642,397.7493661,2.30546556
3056,3059,3056.3059,248.803971454,397.7493661,38.536310455
3057,1350,1350.3057,267.571116609,3172.986348,26.871077125
3057,1392,3057.1392,137.604950786,1027.422871,13.791777248
3057,3058,3057.3058,236.494930935,1027.422871,15.970278927
3057,3060,3057.3060,268.668546509,1027.422871,16.211944729
3057,3066,3066.3057,117.08332597,5657.532052,33.308085435
3058,3057,3057.3058,236.494930935,1027.422871,15.970278927
3058,3060,3058.3060,385.83051742,1712.090746,19.699207826
3058,3064,3058.3064,202.524089522,1712.090746,49.781859392
3058,3066,3066.3058,607.330902578,5657.532052,36.795348532
3058,3188,3058.3188,279.910305494,1712.090746,18.019932486
3059,1348,1348.3059,648.263349649,5448.66633,81.66125786
3059,1367,1367.3059,970.543033692,2201.565757,63.49870929
3059,1371,1371.3059,1091.34541926,5979.912639,87.58715736
3059,1508,1508.3059,125.9611315827,560.2883055,39.161915325
3059,3055,3055.3059,849.113994531,1759.229846,47.565318043
3059,3056,3056.3059,248.803971454,397.7493661,38.536310455
3059,3060,3059.3060,66.9312736443,4803.880446,47.666816924
3059,3064,3064.3059,106.479269829,5542.059153,77.74946849
3059,3188,3059.3188,696.43900273,4803.880446,45.987541584
3060,1350,1350.3060,520.713744858,3172.986348,30.600006024
3060,3052,3052.3060,519.708779929,3682.684513,46.589990514
3060,3057,3057.3060,268.668546509,1027.422871,16.211944729
3060,3058,3058.3060,385.83051742,1712.090746,19.699207826
3060,3059,3059.3060,66.9312736443,4803.880446,47.666816924
3060,3188,3060.3188,281.138484939,2042.991347,18.261598288
3061,-1,3061.-1,345.602938495,847.8258688,1.739468151
3061,1369,1369.3061,409.478041938,2617.448559,12.418956111
3061,1884,1884.3061,92.7448884149,1548.939188,12.150775051
3062,1369,1369.3062,274.14887818428,2617.448559,11.363608653
3062,1901,3062.1901,203.2832633471,477.4321415,1.338093347
3063,1369,1369.3063,212.128884728,2617.448559,11.205952386
3063,1890,1890.3063,34.1175889225,1974.859393,11.293756306
3063,1901,3063.1901,209.35155927204,455.5980329,1.18043708
3064,-1,3064.-1,78.1083334771,5542.059153,40.05308838
3064,1377,1377.3064,1697.842111625,2446.081637,66.43574999
3064,1378,1378.3064,1269.49387819,3113.495228,68.63810333
3064,1396,1396.3064,1000.28641901,2613.786067,56.29260727
3064,1397,1397.3064,300.833719009,842.8046899,43.161930577
3064,1398,1398.3064,292.507160104,661.9616586,41.943297708
3064,3058,3058.3064,202.524089522,1712.090746,49.781859392
3064,3059,3064.3059,106.479269829,5542.059153,77.74946849
3064,3066,3066.3064,593.984171878,5657.532052,67.1196659
3065,1332,1332.3065,173.096612693,3128.530758,23.485556537
3065,1361,1361.3065,332.193861666,1678.050247,21.249665584
3065,1389,1389.3065,206.1903408,459.0519899,16.183573204
3065,3048,3048.3065,425.550688194,2967.497642,56.74573043
3065,3051,3065.3051,803.975766265,2175.738635,50.63343566
3065,3052,3065.3052,234.731365525,2175.738635,51.86902144
3066,-1,3066.-1,278.355017585,5657.532052,27.06657752
3066,1392,3066.1392,640.39586348,5657.532052,34.616846853
3066,1395,3066.1395,993.784729163,5657.532052,53.01349211
3066,1396,1396.3066,1505.68729619,2613.786067,43.30609641
3066,1397,1397.3066,505.694599669,842.8046899,30.175419717
3066,1398,1398.3066,333.178127344,661.9616586,28.956786848
3066,1420,1420.3066,82.0380177812,1873.836047,32.991634903
3066,3057,3066.3057,117.08332597,5657.532052,33.308085435
3066,3058,3066.3058,607.330902578,5657.532052,36.795348532
3066,3064,3066.3064,593.984171878,5657.532052,67.1196659
3067,-1,3067.-1,175.5783228951,2253.76436,11.29617292
3067,1438,1438.3067,275.942612462,386.5003884,11.845680303
3067,1439,1439.3067,349.82035193,1095.289626,16.824313077
3067,1440,1440.3067,317.364530869,638.043059,11.834475213
3067,1454,3067.1454,309.7499370689,2253.76436,39.13426408
3067,1461,1461.3067,133.954441275,1578.672955,19.335267143
3067,1463,1463.3067,422.996887401,862.2453291,14.782231427
3067,1736,1736.3067,268.357275747,2190.614467,34.07072456
3068,-1,3068.-1,674.727806424,2013.407662,6.246841493
3068,1448,1448.3068,238.829544653,1166.232676,12.885665725
3068,1452,1452.3068,681.679773173,2164.304213,17.785171653
3068,1562,3068.1562,325.325191245,2013.407662,19.083665703
3068,3076,3076.3068,92.845346369,1366.433978,13.030261063
3069,1439,1439.3069,74.8895047352,1095.289626,14.828067105
3069,1454,3069.1454,1270.28355497,2733.034699,37.138018108
3069,1465,1465.3069,135.502256878,1738.549355,17.517902776
3069,1473,3069.1473,23.0171825048,2733.034699,50.028218448
3069,1474,3069.1474,59.0473466539,2733.034699,18.008288599
3069,1480,1480.3069,979.956434303,3170.195918,15.707406298
3069,1736,1736.3069,190.338419301,2190.614467,32.074478588
3070,1473,3070.1473,827.102906719,3986.02729,77.19148399
3070,1480,3070.1480,659.165665042,3986.02729,42.87067184
3070,1481,1481.3070,770.702068847,8204.704545,85.55941696
3070,1482,3070.1482,342.2691592,3986.02729,62.6651831
3070,1504,3070.1504,301.787261734,3986.02729,63.96008621
3070,1741,1741.3070,681.992323703,2209.51925,54.69502318
3070,1753,1753.3070,403.007904586,3045.780445,60.56213229
3071,1487,1487.3071,154.559598462,1342.514512,31.022592827
3071,1488,1488.3071,85.3441593739,3047.049727,40.56786311
3071,1496,1496.3071,772.909135428,1608.499095,35.896950543
3071,1497,1497.3071,493.197914023,1284.07879,34.232393813
3071,1500,1500.3071,109.284837015,1181.106392,33.043851879
3071,1504,1504.3071,981.490608832,7038.340794,54.25076102
3071,1564,1564.3071,549.681713709,1337.585255,32.870745935
3071,1565,1565.3071,354.389357706,2147.29736,35.700230275
3072,1491,1491.3072,292.419395431,4479.853744,62.68111953
3072,1498,1498.3072,95.3399656256,3756.956569,54.8460331
3072,1500,3072.1500,41.8535098096,5390.192394,32.220868169
3072,1515,1515.3072,679.1157857435,937.1077122,29.257744903
3072,1517,1517.3072,153.503100103,1028.280119,27.508334507
3072,1518,1518.3072,441.3373715901,650.258628,28.195572659
3072,1521,1521.3072,460.685467606,1490.401434,27.733724386
3072,1525,1525.3072,1133.1836658,3415.716701,47.77020789
3072,1527,1527.3072,391.630602912,490.3933681,27.243308243
3072,1528,1528.3072,220.69497407934,1102.711718,30.252665155
3072,1533,1533.3072,253.403654161,1208.800221,33.759078578
3072,1534,1534.3072,388.620424242,714.6976963,28.566302357
3072,1536,1536.3072,588.102150747,839.1084228,28.393142062
3072,1538,1538.3072,84.1236408962,499.9668224,27.263119102
3072,3151,3072.3151,166.1786847736,5390.192394,29.132484417
3073,1494,1494.3073,156.644229649,5876.270352,54.498455634
3073,1537,1537.3073,0.663294038421,4283.963726,31.228221614
3073,1551,1551.3073,118.38361207,827.1107587,8.465579871
3073,1561,1561.3073,207.1874944416,2400.539308,19.892698574
3073,1564,1564.3073,253.570849319,1337.585255,12.029079289
3073,1565,1565.3073,225.811947657,2147.29736,14.858563629
3073,1566,1566.3073,92.8519410803,704.2790747,7.724214137
3074,1537,1537.3074,574.979894738,4283.963726,34.343482385
3074,1560,1560.3074,134.17386587,1397.363293,14.667372073
3074,1569,3074.1569,765.434119714,1474.58788,18.716289016
3075,-1,3075.-1,539.884447167,1725.210375,11.66053398
3075,1526,1526.3075,83.5965572137,4159.931202,37.627189
3075,1555,1555.3075,365.614976784,3080.988182,37.77947354
3075,1556,1556.3075,174.438329773,2745.840061,34.85046284
3075,1570,1570.3075,103.840099197,2513.134194,25.56360686
3075,1586,1586.3075,321.37969161,1049.668837,17.702510733
3075,1598,3075.1598,104.644491088,1725.210375,30.83191867
3075,1660,3075.1660,31.8117826303,1725.210375,21.541724629
3076,-1,3076.-1,698.240328088,1366.433978,6.78341957
3076,1450,3076.1450,575.348303617,1366.433978,34.51648077
3076,3068,3076.3068,92.845346369,1366.433978,13.030261063
3077,1604,3077.1604,327.194509476,1872.160775,17.250202708
3077,1606,1606.3077,308.013465096,1535.356264,15.740293297
3077,1649,1649.3077,1220.39507866,6252.9063,56.179655371
3077,3081,3077.3081,16.5577218764,1872.160775,34.666225541
3078,1607,3078.1607,524.597225818,1846.611296,42.75645774
3078,1611,1611.3078,897.389314891,2234.928772,24.87891413
3078,1615,1615.3078,341.266422886,5450.943764,53.35197968
3078,1649,1649.3078,83.3583319658,6252.9063,62.03476986
3079,1637,1637.3079,153.535370554,664.0235805,5.889825838
3079,1650,1650.3079,41.0740391776,5025.95314,52.675478554
3079,3190,3079.3190,408.033530972,1004.905228,8.990476725
3079,3191,3079.3191,171.385817883,1004.905228,6.822634771
3079,4003_LN,4003_LN.3079,228.11976578635,2366.183182,6.829390267
3079,4011_LN,4011_LN.3079,2.75670312172,564.8385467,5.037594872
3080,-1,3080.-1,1300.17330486,4024.022982,21.22146828
3080,1643,1643.3080,177.99754671,1582.518127,29.9520809
3080,1645,1645.3080,888.257610769,3826.195435,49.58975504
3080,1684,1684.3080,718.975323016,3507.072874,45.63212816
3080,1687,1687.3080,223.261771888,924.1150138,25.492023168
3080,3081,3080.3081,482.474785127,4024.022982,47.41183642
3080,3084,3080.3084,232.8826395986,4024.022982,53.76875697
3081,1643,1643.3081,460.236113472,1582.518127,34.92098076
3081,1649,1649.3081,790.454903684,6252.9063,73.89416611
3081,1684,1684.3081,450.671788089,3507.072874,50.60102802
3081,3077,3077.3081,16.5577218764,1872.160775,34.666225541
3081,3080,3080.3081,482.474785127,4024.022982,47.41183642
3081,3089,3089.3081,466.401197834,3363.494734,68.58194596
3082,1620,1620.3082,12.8373319795,569.5238451,17.164732255
3082,1621,3082.1621,211.505257393,3789.191387,24.778823177
3082,1647,1647.3082,772.283073571,4184.875954,32.4018806
3082,1650,1650.3082,504.809252659,5025.95314,64.53103367
3082,1721,3082.1721,90.9698074602,3789.191387,19.613147867
3082,3083,3082.3083,1100.559999396,3789.191387,21.988487413
3082,3156,3082.3156,72.0976040124,3789.191387,17.205399685
3082,3193,3082.3193,532.810894405,3789.191387,27.08689148
3082,3194,3082.3194,491.318165894,3789.191387,27.08018118
3083,1647,1647.3083,399.397875905,4184.875954,22.344732153
3083,3082,3082.3083,1100.559999396,3789.191387,21.988487413
3084,1645,1645.3084,301.76059758,3826.195435,60.91557545
3084,1648,1648.3084,686.578791003,5405.618879,75.45648484
3084,1650,1650.3084,16.45945076,5025.95314,81.05550443
3084,1684,1684.3084,799.87951226,3507.072874,56.95794857
3084,1689,1689.3084,643.86471935,2135.807907,44.3778159
3084,1702,1702.3084,346.33673406,1902.379778,41.988919307
3084,1707,1707.3084,388.236722271,1038.27299,39.164874456
3084,3080,3080.3084,232.8826395986,4024.022982,53.76875697
3084,3086,3086.3084,284.100683681,1659.147472,41.103012296
3084,3159,3084.3159,333.383649697,4033.4835,33.452667257
3085,1665,3085.1665,557.118092271,557.1180923,18.494246687
3086,1606,1606.3086,167.946564781,1535.356264,15.820159502
3086,1648,3086.1648,199.71610279,1659.147472,51.464919756
3086,1684,1684.3086,236.606367787,3507.072874,32.966383486
3086,1707,1707.3086,74.5625987965,1038.27299,15.173309372
3086,3084,3086.3084,284.100683681,1659.147472,41.103012296
3086,3087,3086.3087,696.215154625,1659.147472,55.963260686
3087,-1,3087.-1,176.4132851916,4344.250237,47.40753708
3087,1604,3087.1604,158.879291505,4344.250237,56.181882387
3087,1606,1606.3087,175.670771232,1535.356264,54.671972976
3087,1648,3087.1648,287.068440933,4344.250237,90.31673323
3087,1657,1657.3087,788.991901722,788.9919017,50.141803406
3087,1658,1658.3087,947.944226883,1855.050189,52.388573439
3087,1659,1659.3087,507.675363739,1275.374049,53.160425625
3087,1665,3087.1665,605.391801606,4344.250237,64.02116027
3087,3086,3086.3087,696.215154625,1659.147472,55.963260686
3088,1597,3088.1597,176.575047907,1273.513357,16.857341055
3088,1615,1615.3088,319.360988355,5450.943764,44.249929515
3088,1682,1682.3088,530.563689682,1679.505208,17.404306345
3088,3089,3088.3089,247.013631394,1273.513357,47.620499545
3089,-1,3089.-1,150.207619904,3363.494734,42.39157782
3089,1615,1615.3089,785.621921091,5450.943764,81.41258561
3089,1643,3089.1643,379.156070011,3363.494734,51.12219044
3089,1649,1649.3089,342.2619204713,6252.9063,90.09537579
3089,1683,1683.3089,824.950698345,2553.703329,66.18169949
3089,1727,3089.1727,167.881674965,3363.494734,49.962636169
3089,3081,3089.3081,466.401197834,3363.494734,68.58194596
3089,3088,3088.3089,247.013631394,1273.513357,47.620499545
3090,-1,3090.-1,815.66780726,3470.764027,32.12816179
3090,1482,1482.3090,33.3235151821,5939.094605,58.3301524
3090,1731,1731.3090,669.086334745,6141.444001,75.19997702
3090,1736,1736.3090,702.213442143,2190.614467,54.90271343
3090,1741,1741.3090,579.018837257,2209.51925,50.35999248
3090,1746,1746.3090,671.454090277,1860.206085,42.32213149
3091,1766,1766.3091,497.953256091,4459.583496,86.35363203
3091,1769,3091.1769,703.845592356,3342.261288,73.0266509
3091,1772,3091.1772,596.230953966,3342.261288,81.88181943
3091,1774,1774.3091,439.853767649,5949.236071,80.05277858
3091,1809,3091.1809,81.5316427675,3342.261288,86.45627182
