UG,Viz,UG_Viz,Length,Perimetro,Areacortada
499,504,504.499,174.79127087,1320.550569,17.690799398
499,3016,499.3016,319.09360606,1212.738624,16.238858149
500,-1,500.-1,612.589250189,1449.755092,7.571888417
500,499,499.500,242.711152845,1212.738624,15.949621641
500,504,504.500,240.324238156,1320.550569,16.884954591
500,508,500.508,191.861103764,1449.755092,43.195682017
500,3016,500.3016,162.269346603,1449.755092,15.433013342
502,-1,502.-1,1247.5558820247,3640.883962,40.34310258
502,18,502.18,422.46749313,3640.883962,49.693202119
502,503,502.503,546.604996295,3640.883962,52.54912311
502,517,517.502,434.981329547,1399.765186,48.398196757
502,579,579.502,454.775390502,4529.553818,69.01618203
502,583,502.583,534.498870178,3640.883962,62.62398542
503,-1,503.-1,1233.510875357,2274.640035,12.20602053
503,499,499.503,388.72032793,1212.738624,20.583753754
503,502,502.503,546.604996295,3640.883962,52.54912311
503,3016,503.3016,105.803835072,2274.640035,20.067145455
504,-1,504.-1,418.055416287,1320.550569,9.313066174
504,6,504.6,216.857960324,1320.550569,21.186834964
504,499,504.499,174.79127087,1320.550569,17.690799398
504,500,504.500,240.324238156,1320.550569,16.884954591
504,508,504.508,262.168615247,1320.550569,44.936859774
504,517,504.517,8.35306819022,1320.550569,17.368160351
508,-1,508.-1,785.1602327505,2963.499531,35.6237936
508,2,2.508,132.851910628,633.8214055,37.578283626
508,6,6.508,775.242011373,1855.567134,47.49756239
508,500,500.508,191.861103764,1449.755092,43.195682017
508,504,504.508,262.168615247,1320.550569,44.936859774
508,514,514.508,181.761480339,467.0524557,36.704185159
508,4028_R,4028_R.508,426.970422461,1083.68579,36.349100741
508,4029_R,508.4029_R,54.4876753417,2963.499531,35.663887724
508,4030_R,508.4030_R,152.996078881,2963.499531,35.79394737
514,-1,514.-1,285.290975324,467.0524557,1.080391559
514,508,514.508,181.761480339,467.0524557,36.704185159
517,-1,517.-1,263.136464183,1399.765186,8.055094177
517,6,517.6,222.629412481,1399.765186,19.928862967
517,7,517.7,322.607205073,1399.765186,14.066270695
517,18,517.18,148.057706623,1399.765186,17.405193716
517,502,517.502,434.981329547,1399.765186,48.398196757
517,504,504.517,8.35306819022,1320.550569,17.368160351
525,-1,525.-1,252.739739824,646.5852543,1.02666399
525,526,525.526,52.50058362548,646.5852543,1.820551779
525,527,527.525,341.344930864,1605.120457,10.409035878
526,-1,526.-1,215.1354223474,364.1764891,0.793887789
526,525,525.526,52.50058362548,646.5852543,1.820551779
526,527,527.526,96.5404830732,1605.120457,10.176259677
527,-1,527.-1,1111.09508542,1605.120457,9.382371888
527,525,527.525,341.344930864,1605.120457,10.409035878
527,526,527.526,96.5404830732,1605.120457,10.176259677
527,529,527.529,37.5712427491,1605.120457,12.734885071
527,533,527.533,18.5687152891,1605.120457,16.460738302
529,-1,529.-1,273.592479845,830.9994393,3.352513183
529,527,527.529,37.5712427491,1605.120457,12.734885071
529,530,530.529,201.934392731,528.7867592,4.531414819
529,533,529.533,142.985827158,830.9994393,10.430879597
529,534,534.529,174.9154968126,898.3930412,4.843653346
530,529,530.529,201.934392731,528.7867592,4.531414819
530,533,530.533,272.139801424,528.7867592,8.25726805
530,534,530.534,54.7125650487,528.7867592,2.670041799
531,-1,531.-1,407.190074165,725.0862717,1.337319814
531,533,531.533,317.896197542,725.0862717,8.415686228
533,-1,533.-1,458.2891794589,1423.680167,7.078366414
533,527,527.533,18.5687152891,1605.120457,16.460738302
533,529,529.533,142.985827158,830.9994393,10.430879597
533,530,530.533,272.139801424,528.7867592,8.25726805
533,531,531.533,317.896197542,725.0862717,8.415686228
533,534,534.533,213.800445877,898.3930412,8.569506577
534,-1,534.-1,38.524774083,898.3930412,1.491140163
534,529,534.529,174.9154968126,898.3930412,4.843653346
534,530,530.534,54.7125650487,528.7867592,2.670041799
534,533,534.533,213.800445877,898.3930412,8.569506577
534,535,535.534,260.822757487,555.270146,2.544011892
534,536,536.534,25.6176501331,587.6401144,3.122837515
534,538,534.538,129.999351792,898.3930412,11.797351523
535,-1,535.-1,107.488469529,555.270146,1.052871729
535,534,535.534,260.822757487,555.270146,2.544011892
535,536,536.535,158.256439168,587.6401144,2.684569081
535,537,535.537,28.7024798044,555.270146,15.750409179
536,534,536.534,25.6176501331,587.6401144,3.122837515
536,535,536.535,158.256439168,587.6401144,2.684569081
536,537,536.537,223.571789967,587.6401144,16.329234802
536,538,536.538,180.194235158,587.6401144,11.937908712
537,-1,537.-1,1007.4548091,2279.544894,14.69753745
537,535,535.537,28.7024798044,555.270146,15.750409179
537,536,536.537,223.571789967,587.6401144,16.329234802
537,538,537.538,622.311833304,2279.544894,25.00374881
537,553,553.537,16.4576500486,369.3043796,15.472651617
537,555,537.555,381.046331736,2279.544894,24.9916655
538,-1,538.-1,809.00257021,2040.403557,10.30621136
538,534,534.538,129.999351792,898.3930412,11.797351523
538,536,536.538,180.194235158,587.6401144,11.937908712
538,537,537.538,622.311833304,2279.544894,25.00374881
538,539,539.538,227.918662781,653.8417275,11.717506396
538,555,538.555,70.97690384965,2040.403557,20.60033941
539,538,539.538,227.918662781,653.8417275,11.717506396
539,555,539.555,425.923064692,653.8417275,11.705423086
541,-1,541.-1,920.698512323,2093.987643,8.152765608
541,542,542.541,390.1321122358,979.5633849,8.846851689
541,543,543.541,470.4257369729,470.425737,9.138752651
541,544,544.541,312.731281206,664.7504327,9.572566962
542,-1,542.-1,499.185815925,979.5633849,0.694086081
542,541,542.541,390.1321122358,979.5633849,8.846851689
542,544,542.544,83.3923769907,979.5633849,2.113887435
542,547,542.547,0.070719515976,979.5633849,3.848043758
542,549,542.549,6.78236020205,979.5633849,4.500835019
543,541,543.541,470.4257369729,470.425737,9.138752651
544,-1,544.-1,5.848127266,664.7504327,1.419801354
544,541,544.541,312.731281206,664.7504327,9.572566962
544,542,542.544,83.3923769907,979.5633849,2.113887435
544,547,544.547,148.7318908222,664.7504327,4.573759031
544,548,544.548,114.046756412,664.7504327,2.021586031
545,3047,545.3047,637.196575359,637.1965754,47.947136853
547,-1,547.-1,246.061454574,1009.387704,3.153957677
547,542,542.547,0.070719515976,979.5633849,3.848043758
547,544,544.547,148.7318908222,664.7504327,4.573759031
547,548,548.547,204.254859808,318.3016162,3.755742354
547,549,549.547,410.268778805,1343.993612,6.960706615
548,544,544.548,114.046756412,664.7504327,2.021586031
548,547,548.547,204.254859808,318.3016162,3.755742354
549,-1,549.-1,374.5018530838,1343.993612,3.806748938
549,542,542.549,6.78236020205,979.5633849,4.500835019
549,547,549.547,410.268778805,1343.993612,6.960706615
549,551,549.551,473.890682124,1343.993612,8.986816698
549,553,549.553,66.8913799248,1343.993612,4.581863105
549,554,549.554,11.6585580003,1343.993612,5.070534211
551,-1,551.-1,92.326689934,1044.049065,5.18006776
551,549,549.551,473.890682124,1343.993612,8.986816698
551,552,551.552,294.086788817,1044.049065,13.194508053
551,554,554.551,55.8968972729,501.4530452,6.443853033
551,555,551.555,127.8480069868,1044.049065,15.47419581
552,-1,552.-1,815.683899151,1568.450102,8.014440293
552,551,551.552,294.086788817,1044.049065,13.194508053
552,555,555.552,138.485538718,2579.0841,18.308568343
552,563,552.563,320.1938754142,1568.450102,20.501525413
553,-1,553.-1,106.303970148,369.3043796,0.775114167
553,537,553.537,16.4576500486,369.3043796,15.472651617
553,549,549.553,66.8913799248,1343.993612,4.581863105
553,554,553.554,121.955508213,369.3043796,2.03889944
553,555,553.555,57.6958713064,369.3043796,11.069242217
554,549,549.554,11.6585580003,1343.993612,5.070534211
554,551,554.551,55.8968972729,501.4530452,6.443853033
554,553,553.554,121.955508213,369.3043796,2.03889944
554,555,554.555,311.942081678,501.4530452,11.557913323
555,-1,555.-1,311.421371438,2579.0841,10.29412805
555,537,537.555,381.046331736,2279.544894,24.9916655
555,538,538.555,70.97690384965,2040.403557,20.60033941
555,539,539.555,425.923064692,653.8417275,11.705423086
555,551,551.555,127.8480069868,1044.049065,15.47419581
555,552,555.552,138.485538718,2579.0841,18.308568343
555,553,553.555,57.6958713064,369.3043796,11.069242217
555,554,554.555,311.942081678,501.4530452,11.557913323
555,556,555.556,337.910069809,2579.0841,17.301578702
555,3017,555.3017,415.8348599004,2579.0841,24.18016868
556,-1,556.-1,18.2430614829,1300.230713,7.007450652
556,555,555.556,337.910069809,2579.0841,17.301578702
556,557,557.556,134.684439853,1245.198771,13.575063815
556,563,556.563,392.532633857,1300.230713,19.494535772
556,3017,556.3017,416.860507538,1300.230713,20.893491282
557,556,557.556,134.684439853,1245.198771,13.575063815
557,563,557.563,317.933857066,1245.198771,19.054698283
557,573,573.557,74.7638681443,1286.205206,13.080872366
557,579,579.557,276.800246134,4529.553818,35.240692613
557,3017,557.3017,441.016360113,1245.198771,20.453653793
563,-1,563.-1,217.8533978083,2061.781183,12.48708512
563,552,552.563,320.1938754142,1568.450102,20.501525413
563,556,556.563,392.532633857,1300.230713,19.494535772
563,557,557.563,317.933857066,1245.198771,19.054698283
563,567,567.563,357.983592481,2947.705846,25.89420431
563,579,579.563,455.283825892,4529.553818,41.16016457
567,-1,567.-1,1102.595131486,2947.705846,13.40711919
567,563,567.563,357.983592481,2947.705846,25.89420431
567,579,567.579,1214.95986717,2947.705846,42.08019864
567,583,567.583,272.167254978,2947.705846,35.68800203
573,-1,573.-1,270.87698231,1286.205206,6.513259203
573,557,573.557,74.7638681443,1286.205206,13.080872366
573,579,573.579,853.014579632,1286.205206,35.186338653
573,3017,573.3017,87.5497757596,1286.205206,20.399299833
579,-1,579.-1,502.646907895,4529.553818,28.67307945
579,502,579.502,454.775390502,4529.553818,69.01618203
579,557,579.557,276.800246134,4529.553818,35.240692613
579,563,579.563,455.283825892,4529.553818,41.16016457
579,567,567.579,1214.95986717,2947.705846,42.08019864
579,573,573.579,853.014579632,1286.205206,35.186338653
579,583,579.583,772.0730006858,4529.553818,50.95396229
583,-1,583.-1,2714.829533213,5314.005083,22.28088284
583,18,583.18,238.458890364,5314.005083,31.630982379
583,49,583.49,25.81956688646,5314.005083,47.86333983
583,502,502.583,534.498870178,3640.883962,62.62398542
583,567,567.583,272.167254978,2947.705846,35.68800203
583,579,579.583,772.0730006858,4529.553818,50.95396229
583,587,587.583,608.782771388,1645.083972,32.52363322
583,4032_R,583.4032_R,147.375195397,5314.005083,24.140140862
587,-1,587.-1,345.382515169,1645.083972,10.24275038
587,49,587.49,609.326303703,1645.083972,35.82520737
587,583,587.583,608.782771388,1645.083972,32.52363322
587,589,589.587,81.5923813493,1214.987389,15.632484953
589,-1,589.-1,500.612952308,1214.987389,5.389734573
589,49,589.49,393.185193015,1214.987389,30.972191563
589,587,589.587,81.5923813493,1214.987389,15.632484953
589,608,589.608,239.596862149,1214.987389,15.777635413
593,597,597.593,89.6105852581,3089.604629,16.712028758
593,604,593.604,641.8536472308,1201.667259,53.351105768
593,4026_LS,593.4026_LS,470.203026091,1201.667259,23.345742588
597,49,597.49,397.624965228,3089.604629,36.88781054
597,593,597.593,89.6105852581,3089.604629,16.712028758
597,604,597.604,1581.517034518,3089.604629,59.24978411
597,614,614.597,335.593139851,2989.283906,24.30338491
597,3018,3018.597,134.630726879,2615.294973,26.09079602
597,4026_LS,597.4026_LS,550.62817754,3089.604629,29.24442093
604,593,593.604,641.8536472308,1201.667259,53.351105768
604,597,597.604,1581.517034518,3089.604629,59.24978411
604,639,639.604,513.106133659,2375.048002,71.65849188
604,643,643.604,702.710123761,2122.950175,59.25235628
604,3018,3018.604,547.681684443,2615.294973,62.72987303
604,3019,3019.604,514.324075717,3660.193399,95.36942343
604,4026_LS,4026_LS.604,430.39761421,6478.352573,65.88349794
605,606,605.606,360.860371065,1178.869281,15.714846595
605,610,605.610,266.230941032,1178.869281,15.498828575
605,622,622.605,34.2148073832,387.5787646,9.380036553
605,623,623.605,116.971451282,612.2808695,10.852940526
605,624,624.605,20.9761207576,1100.975469,14.105116549
605,3018,605.3018,379.615589737,1178.869281,23.5705463
606,605,605.606,360.860371065,1178.869281,15.714846595
606,624,624.606,93.8455574322,1100.975469,12.249755484
606,630,630.606,118.490294663,852.3808645,9.21377448
606,631,606.631,205.081135492,1329.350467,13.478336705
606,3019,606.3019,369.278115181,1329.350467,54.354735635
606,3020,606.3020,181.794993296,1329.350467,32.774729185
608,-1,608.-1,65.0740656717,2703.861999,10.38790084
608,49,608.49,11.5247702088,2703.861999,35.97035783
608,589,589.608,239.596862149,1214.987389,15.777635413
608,609,608.609,602.538319303,2703.861999,16.045070879
608,614,608.614,1595.40219171,2703.861999,23.3859322
608,3021,608.3021,189.725790407,2703.861999,25.58930867
609,608,608.609,602.538319303,2703.861999,16.045070879
609,610,610.609,332.786306273018,1545.952899,12.370894784
609,614,614.609,143.431611751,2989.283906,18.655201399
609,3018,3018.609,29.0355401596,2615.294973,20.442612509
609,3021,3021.609,184.912251869,2118.558309,20.858577869
610,605,605.610,266.230941032,1178.869281,15.498828575
610,609,610.609,332.786306273018,1545.952899,12.370894784
610,616,616.610,485.739766142,1457.007641,13.765179338
610,621,610.621,212.289765693,1545.952899,20.702540005
610,622,622.610,163.88405252,387.5787646,7.308657468
610,3018,3018.610,85.0220677566,2615.294973,21.499167215
614,49,614.49,546.695433032,2989.283906,38.58048835
614,597,614.597,335.593139851,2989.283906,24.30338491
614,608,608.614,1595.40219171,2703.861999,23.3859322
614,609,614.609,143.431611751,2989.283906,18.655201399
614,3018,614.3018,368.161529308,2989.283906,27.78347383
616,610,616.610,485.739766142,1457.007641,13.765179338
616,620,620.616,285.939117808,607.20047,8.606942331
616,621,616.621,232.655266761,1457.007641,21.040269853
616,3021,616.3021,452.67349035,1457.007641,22.252862423
620,616,620.616,285.939117808,607.20047,8.606942331
620,621,620.621,321.261352215,607.20047,15.544302998
621,-1,621.-1,452.910901944,3443.233283,13.98881526
621,610,610.621,212.289765693,1545.952899,20.702540005
621,616,616.621,232.655266761,1457.007641,21.040269853
621,620,620.621,321.261352215,607.20047,15.544302998
621,622,622.621,33.3168635856,387.5787646,14.583747983
621,623,623.621,177.717367547,612.2808695,16.056651956
621,624,624.621,325.592614848,1100.975469,19.308827979
621,625,625.621,307.056132282,619.7354484,15.796706277
621,626,626.621,713.8302105733,1152.854117,17.498928021
621,627,627.621,148.3582135924,715.5933179,14.941153425
621,628,628.621,187.389402739,596.8140129,15.627229879
621,629,629.621,209.0833709547,1734.671507,20.696490594
621,3021,3021.621,121.771820362,2118.558309,29.19022309
622,605,622.605,34.2148073832,387.5787646,9.380036553
622,610,622.610,163.88405252,387.5787646,7.308657468
622,621,622.621,33.3168635856,387.5787646,14.583747983
622,623,622.623,156.163041089,387.5787646,2.662769419
623,605,623.605,116.971451282,612.2808695,10.852940526
623,621,623.621,177.717367547,612.2808695,16.056651956
623,622,622.623,156.163041089,387.5787646,2.662769419
623,624,624.623,161.429009623,1100.975469,7.387849415
624,605,624.605,20.9761207576,1100.975469,14.105116549
624,606,624.606,93.8455574322,1100.975469,12.249755484
624,621,624.621,325.592614848,1100.975469,19.308827979
624,623,624.623,161.429009623,1100.975469,7.387849415
624,629,624.629,181.685281493,1100.975469,12.027688053
624,630,624.630,317.446885084,1100.975469,7.604044434
625,621,625.621,307.056132282,619.7354484,15.796706277
625,626,626.625,312.679316081,1152.854117,5.318003778
626,621,626.621,713.8302105733,1152.854117,17.498928021
626,625,626.625,312.679316081,1152.854117,5.318003778
626,628,626.628,122.453090579,1152.854117,5.14852738
626,629,626.629,3.89149982858,1152.854117,10.217788095
627,-1,627.-1,262.153927427,715.5933179,0.952338165
627,621,627.621,148.3582135924,715.5933179,14.941153425
627,629,627.629,305.081176934,715.5933179,7.660013499
628,621,628.621,187.389402739,596.8140129,15.627229879
628,626,626.628,122.453090579,1152.854117,5.14852738
628,629,628.629,286.971519538,596.8140129,8.346089953
629,-1,629.-1,415.747043283,1734.671507,6.707675334
629,621,629.621,209.0833709547,1734.671507,20.696490594
629,624,624.629,181.685281493,1100.975469,12.027688053
629,626,626.629,3.89149982858,1152.854117,10.217788095
629,627,627.629,305.081176934,715.5933179,7.660013499
629,628,628.629,286.971519538,596.8140129,8.346089953
629,630,630.629,108.889909035,852.3808645,8.991707049
629,631,629.631,223.321705703,1734.671507,13.256269274
630,606,630.606,118.490294663,852.3808645,9.21377448
630,624,624.630,317.446885084,1100.975469,7.604044434
630,629,630.629,108.889909035,852.3808645,8.991707049
630,631,630.631,307.553775696,852.3808645,8.832625655
631,-1,631.-1,259.960030157,1381.005081,6.54859394
631,606,606.631,205.081135492,1329.350467,13.478336705
631,629,629.631,223.321705703,1734.671507,13.256269274
631,630,630.631,307.553775696,852.3808645,8.832625655
631,632,631.632,350.679588577,1381.005081,12.846603303
631,3020,631.3020,34.4088458338,1381.005081,32.39358036
632,-1,632.-1,415.845900011,1127.769307,6.298009363
632,631,631.632,350.679588577,1381.005081,12.846603303
632,3020,632.3020,361.24381885,1127.769307,32.142995783
639,-1,639.-1,522.93642051,2375.048002,23.71406132
639,604,639.604,513.106133659,2375.048002,71.65849188
639,643,643.639,171.978013046,2122.950175,35.02198704
639,644,644.639,192.514340253,2015.501911,39.13129148
639,4026_LS,4026_LS.639,974.513094305,6478.352573,41.6531287
643,604,643.604,702.710123761,2122.950175,59.25235628
643,639,643.639,171.978013046,2122.950175,35.02198704
643,644,643.644,655.751761756,2122.950175,26.72515588
643,3019,643.3019,592.510276624,2122.950175,58.73291859
644,-1,644.-1,856.461090524,2015.501911,15.41723016
644,639,644.639,192.514340253,2015.501911,39.13129148
644,643,643.644,655.751761756,2122.950175,26.72515588
644,3019,644.3019,310.774718245,2015.501911,62.84222303
646,-1,646.-1,286.329149987,695.6453487,2.426472275
646,647,646.647,298.617651316,695.6453487,15.061690445
646,650,646.650,27.6437128023,695.6453487,9.045904942
646,3014,646.3014,83.0548346081,695.6453487,18.587359445
647,646,646.647,298.617651316,695.6453487,15.061690445
647,648,647.648,311.312893105,1609.546802,20.763080805
647,650,650.647,348.051431033,1258.318489,19.254650837
647,657,647.657,162.898081997,1609.546802,59.36942398
647,3014,647.3014,488.666744918,1609.546802,28.79610534
648,460,648.460,651.623410325,1488.114197,45.493217605
648,647,647.648,311.312893105,1609.546802,20.763080805
648,657,648.657,345.4396404,1488.114197,54.862068445
648,3014,3014.648,179.738252938,2265.023761,24.288749805
650,-1,650.-1,280.848130185,1258.318489,6.619432667
650,646,646.650,27.6437128023,695.6453487,9.045904942
650,647,650.647,348.051431033,1258.318489,19.254650837
650,657,650.657,601.77521544149,1258.318489,53.353638477
652,464,464.652,831.376653529,5606.8525,59.97710034
652,657,652.657,263.839672789,2210.753694,57.09623396
652,3023,3023.652,189.016627831,2302.916118,33.52363814
652,3024,3024.652,926.520739931,1918.163381,20.156415573
653,-1,653.-1,357.353234149,2278.488131,15.39381147
653,657,653.657,779.125365356,2278.488131,62.12801728
653,660,653.660,97.0772924951,2278.488131,18.958480578
653,663,653.663,219.910696237,2278.488131,29.68688095
653,664,664.653,151.893480674,930.5749736,18.11542904
653,864,653.864,673.128062347,2278.488131,29.35432653
654,-1,654.-1,171.4655690821,1113.246334,1.333742668
654,657,654.657,444.266762686,1113.246334,48.067948478
654,658,654.658,256.5039821479,1113.246334,2.3103728
654,660,654.660,91.0492542289,1113.246334,4.898411776
654,663,654.663,140.362154982,1113.246334,15.626812148
654,665,654.665,9.5986112784,1113.246334,7.937518333
655,-1,655.-1,402.874067228,1998.560488,5.040255137
655,657,655.657,431.810816003,1998.560488,51.774460947
655,683,683.655,428.898656627,1034.363306,7.573504627
655,684,684.655,394.090883685,394.0908837,5.878500343
655,3022,3022.655,340.886064013,1218.478287,10.113434759
657,-1,657.-1,518.00438368,6805.043537,46.73420581
657,460,460.657,883.849246255,6428.362549,84.09956078
657,464,464.657,277.626885652,5606.8525,96.349278
657,647,647.657,162.898081997,1609.546802,59.36942398
657,648,648.657,345.4396404,1488.114197,54.862068445
657,650,650.657,601.77521544149,1258.318489,53.353638477
657,652,652.657,263.839672789,2210.753694,57.09623396
657,653,653.657,779.125365356,2278.488131,62.12801728
657,654,654.657,444.266762686,1113.246334,48.067948478
657,655,655.657,431.810816003,1998.560488,51.774460947
657,660,660.657,344.89142976,879.559249,50.298874918
657,683,683.657,84.8220562784,1034.363306,49.2674553
657,3023,3023.657,675.05133951,2302.916118,69.8958158
657,3024,3024.657,991.642641043,1918.163381,56.528593233
658,654,654.658,256.5039821479,1113.246334,2.3103728
658,663,663.658,136.017737172,2162.340436,15.269699612
658,665,665.658,52.8435561864,1713.222393,7.580405797
660,653,653.660,97.0772924951,2278.488131,18.958480578
660,654,654.660,91.0492542289,1113.246334,4.898411776
660,657,660.657,344.89142976,879.559249,50.298874918
660,663,663.660,346.541272511,2162.340436,17.857738588
663,653,653.663,219.910696237,2278.488131,29.68688095
663,654,654.663,140.362154982,1113.246334,15.626812148
663,658,663.658,136.017737172,2162.340436,15.269699612
663,660,663.660,346.541272511,2162.340436,17.857738588
663,664,664.663,252.142443329,930.5749736,17.01468705
663,665,663.665,958.507930344,2162.340436,20.896845145
663,666,666.663,108.858201488,1299.912354,21.109904135
664,653,664.653,151.893480674,930.5749736,18.11542904
664,663,664.663,252.142443329,930.5749736,17.01468705
664,666,664.666,165.634918044,930.5749736,9.538452225
664,691,664.691,303.831572957,930.5749736,51.8618091
664,864,664.864,57.0725586337,930.5749736,16.68213263
665,-1,665.-1,381.612441095,1713.222393,6.603775665
665,654,654.665,9.5986112784,1113.246334,7.937518333
665,658,665.658,52.8435561864,1713.222393,7.580405797
665,663,663.665,958.507930344,2162.340436,20.896845145
665,666,666.665,310.65985427913,1299.912354,13.42061032
666,-1,666.-1,181.201051029,1299.912354,6.816834655
666,663,666.663,108.858201488,1299.912354,21.109904135
666,664,664.666,165.634918044,930.5749736,9.538452225
666,665,666.665,310.65985427913,1299.912354,13.42061032
666,667,666.667,478.483900446,1299.912354,9.736934032
666,691,666.691,55.0744291964,1299.912354,55.957026185
667,-1,667.-1,312.656745953,1235.463593,2.920099377
667,666,666.667,478.483900446,1299.912354,9.736934032
667,668,668.667,174.546647936,934.9142909,5.63351839
667,669,669.667,209.880536512,1377.77853,13.458861127
667,691,667.691,59.8957622388,1235.463593,52.060290907
668,-1,668.-1,341.537794368,934.9142909,2.713419013
668,667,668.667,174.546647936,934.9142909,5.63351839
668,669,669.668,418.829848549,1377.77853,13.252180763
669,-1,669.-1,749.068145357,1377.77853,10.53876175
669,667,669.667,209.880536512,1377.77853,13.458861127
669,668,669.668,418.829848549,1377.77853,13.252180763
673,-1,673.-1,147.893815395,5512.888965,49.90699429
673,217,217.673,347.604677419,1206.184244,55.455056536
673,431,431.673,909.361678202,5065.723708,89.23584573
673,458,458.673,96.5773979921,2474.944341,70.44055945
673,460,673.460,84.561760486,5512.888965,87.27234926
673,467,467.673,720.196530873,3608.308706,69.2298401
673,475,475.673,178.52723542,3072.729184,74.93899251
673,478,478.673,316.525125059,986.1925437,55.467902764
673,479,479.673,495.954001746,1971.387572,71.96086104
673,675,675.673,1481.42924363,1914.699692,55.695930595
673,680,680.673,295.616716817,969.7532901,52.274183715
673,1246,673.1246,395.786285618,5512.888965,71.22371044
673,3042,3042.673,42.8544962757,4267.785471,81.09138797
675,458,458.675,339.705354806,2474.944341,26.322501465
675,460,675.460,93.5650938723,1914.699692,43.154291275
675,673,675.673,1481.42924363,1914.699692,55.695930595
680,467,467.680,12.5423459494,3608.308706,21.690035235
680,673,680.673,295.616716817,969.7532901,52.274183715
680,682,680.682,580.72530996,969.7532901,13.940328945
680,3042,680.3042,80.8689173606,969.7532901,33.551583105
682,467,467.682,520.538541042,3608.308706,30.89598533
682,680,680.682,580.72530996,969.7532901,13.940328945
682,3042,3042.682,258.138417243,4267.785471,42.7575332
682,3213,3213.682,584.930180033,3062.69091,40.24061136
683,-1,683.-1,520.642592781,1034.363306,2.53324949
683,655,683.655,428.898656627,1034.363306,7.573504627
683,657,683.657,84.8220562784,1034.363306,49.2674553
684,655,684.655,394.090883685,394.0908837,5.878500343
685,687,685.687,158.887409846,1547.177119,13.826210598
685,691,685.691,456.290443369,1547.177119,62.28415596
685,693,685.693,114.362639397,1547.177119,47.09883174
685,864,685.864,817.63662639,1547.177119,27.10447949
686,-1,686.-1,148.714522782,365.1228094,0.629491958
686,864,686.864,216.4082865872,365.1228094,14.590007018
687,685,685.687,158.887409846,1547.177119,13.826210598
687,691,687.691,150.9175644846,381.2078958,49.822437698
687,864,687.864,71.4029214373,381.2078958,14.642761228
688,864,688.864,438.778290098,438.7782901,15.134627266
691,-1,691.-1,930.990112713,5388.138584,49.14019153
691,664,664.691,303.831572957,930.5749736,51.8618091
691,666,666.691,55.0744291964,1299.912354,55.957026185
691,667,667.691,59.8957622388,1235.463593,52.060290907
691,685,685.691,456.290443369,1547.177119,62.28415596
691,687,687.691,150.9175644846,381.2078958,49.822437698
691,693,693.691,886.211924457,3275.690984,83.09505884
691,694,694.691,405.892582686,405.8925827,49.983557497
691,695,695.691,550.9672362016,550.9672362,50.013998755
691,705,691.705,1129.87026763,5388.138584,94.65697746
691,864,864.691,290.589001242,3210.81031,63.10070659
691,3027,691.3027,167.607687098,5388.138584,97.87806451
693,-1,693.-1,1062.2868995044,3275.690984,33.95486731
693,685,685.693,114.362639397,1547.177119,47.09883174
693,691,693.691,886.211924457,3275.690984,83.09505884
693,697,697.693,391.787976309,1862.158824,46.53199367
693,699,699.693,187.886936081,775.8793997,36.375888213
693,864,864.693,60.5249338526,3210.81031,47.91538237
693,3027,693.3027,572.629673917,3275.690984,82.69274029
694,691,694.691,405.892582686,405.8925827,49.983557497
695,691,695.691,550.9672362016,550.9672362,50.013998755
696,-1,696.-1,60.1139184936,937.9626974,0.993645853
696,710,696.710,33.7449380649,937.9626974,4.759349588
696,3025,696.3025,844.103840842,937.9626974,49.357729773
697,-1,697.-1,1134.930902543,1862.158824,12.57712636
697,693,697.693,391.787976309,1862.158824,46.53199367
697,699,699.697,147.649194552,775.8793997,14.998147263
697,701,697.701,187.79075039,1862.158824,15.699145527
699,-1,699.-1,312.875566437,775.8793997,2.421020903
699,693,699.693,187.886936081,775.8793997,36.375888213
699,697,699.697,147.649194552,775.8793997,14.998147263
699,701,699.701,127.4677026404,775.8793997,5.54304007
701,-1,701.-1,576.650905324,891.9093584,3.122019167
701,697,697.701,187.79075039,1862.158824,15.699145527
701,699,699.701,127.4677026404,775.8793997,5.54304007
704,-1,704.-1,500.715465318,2893.468429,33.1512824
704,710,710.704,265.604140915,1205.578921,36.916986135
704,719,719.704,324.2014615837,2431.485627,45.92505347
704,731,731.704,129.018002888,879.9540166,36.426537869
704,735,735.704,52.1189773368,713.8296119,35.38348532
704,737,737.704,427.310304962,781.3061204,35.129455401
704,3026,3026.704,550.491193061,2743.381427,58.19204985
704,4046_LE,4046_LE.704,644.008882766,2241.05216,35.707940131
705,-1,705.-1,496.35719849,6084.914317,45.51678593
705,691,691.705,1129.87026763,5388.138584,94.65697746
705,711,711.705,1201.57315755,1201.573158,49.704652465
705,734,734.705,152.033881971,472.3506232,46.108136909
705,3025,705.3025,1918.94583923,6084.914317,93.88086985
705,3027,705.3027,1088.6441256,6084.914317,94.25465891
705,3028,3028.705,97.4898464879,2263.316502,57.97192652
707,734,734.707,205.697827486,472.3506232,48.983812279
707,738,738.707,1408.5059285253,4587.42433,61.20684544
707,781,781.707,323.983660332,667.5796024,50.696846361
707,782,782.707,333.915228908,589.5684513,49.872921971
707,783,783.707,150.1279085367,539.9365168,49.312188331
707,784,707.784,204.711849324,4087.565673,57.512647034
707,785,707.785,413.714649669,4087.565673,54.496874909
707,790,790.707,168.292933625,1848.868527,57.026510448
707,3027,707.3027,434.982268997,4087.565673,97.13033428
707,3028,3028.707,443.633417614,2263.316502,60.84760189
